,tom_agent_class,tom_agent_softmax_temp,tom_agent_num_hypotheses,timestamp,total_wins,total_losses,win_percentage,total_ties,loss_percentage,tie_percentage,seed,total_cost,sequential_agent_class,total_time
0,hm_gpt4o,0.2,5.0,2024-08-12_20-35-40,233.0,22.0,0.7766666666666666,45.0,0.0733333333333333,0.15,,,self_transition_up,
1,hm_gpt4o,0.2,5.0,2024-08-20_18-25-53,242.0,29.0,0.8066666666666666,29.0,0.0966666666666666,0.0966666666666666,,,self_transition_down,
2,hm_gpt4o,0.2,5.0,2024-08-21_10-21-15,230.0,30.0,0.7666666666666667,40.0,0.1,0.1333333333333333,,,self_transition_down,
3,hm_gpt4o,0.2,5.0,2024-08-21_10-47-04,239.0,39.0,0.7966666666666666,22.0,0.13,0.0733333333333333,,,opponent_transition_up,
4,hm_gpt4o,0.2,5.0,2024-08-21_12-12-31,40.0,193.0,0.1333333333333333,67.0,0.6433333333333333,0.2233333333333333,,,opponent_transition_stay,
5,hm_gpt4o,0.2,5.0,2024-08-21_12-32-57,114.0,96.0,0.38,90.0,0.32,0.3,,,W_stay_L_up_T_down,
6,hm_gpt4o,0.2,5.0,2024-08-21_13-15-58,222.0,40.0,0.74,38.0,0.1333333333333333,0.1266666666666666,,,self_transition_down,
7,hm_gpt4o,0.2,5.0,2024-08-21_13-44-03,67.0,165.0,0.2233333333333333,68.0,0.55,0.2266666666666666,,,opponent_transition_stay,
8,hm_gpt4o,0.2,5.0,2024-08-21_14-26-31,118.0,87.0,0.3933333333333333,95.0,0.29,0.3166666666666666,,,W_stay_L_up_T_down,
9,hm_gpt4o,0.2,5.0,2024-08-21_15-13-00,203.0,63.0,0.6766666666666666,34.0,0.21,0.1133333333333333,,,self_transition_up,
10,hm_gpt4o,0.2,5.0,2024-08-21_18-07-20,128.0,88.0,0.4266666666666667,84.0,0.2933333333333333,0.28,,,W_up_L_down_T_stay,
11,hm_gpt4o,0.2,5.0,2024-08-21_18-08-02,123.0,87.0,0.41,90.0,0.29,0.3,,,W_stay_L_up_T_down,
12,hm_gpt4o,0.2,5.0,2024-08-22_13-48-31,203.0,72.0,0.6766666666666666,25.0,0.24,0.0833333333333333,,,opponent_transition_up,
13,hm_gpt4o,0.2,5.0,2024-08-22_14-07-00,230.0,38.0,0.7666666666666667,32.0,0.1266666666666666,0.1066666666666666,,,self_transition_up,
14,hm_gpt4o,0.2,5.0,2024-08-25_10-58-42,56.0,175.0,0.1866666666666666,69.0,0.5833333333333334,0.23,,,opponent_transition_stay,
15,hm_gpt4o,0.2,5.0,2024-08-26_10-54-35,239.0,35.0,0.7966666666666666,26.0,0.1166666666666666,0.0866666666666666,,,opponent_transition_up,
16,hm_gpt4o,0.2,5.0,2024-08-26_11-37-09,114.0,92.0,0.38,94.0,0.3066666666666666,0.3133333333333333,,,W_up_L_down_T_stay,
17,hm_gpt4o,0.2,5.0,2024-08-26_12-21-12,102.0,86.0,0.34,112.0,0.2866666666666667,0.3733333333333333,,,W_up_L_down_T_stay,
18,hm_gpt35,0.2,5.0,2024-08-26_17-18-20,105.0,67.0,0.35,128.0,0.2233333333333333,0.4266666666666667,,,self_transition_up,
19,hm_gpt35,0.2,5.0,2024-08-26_18-24-14,65.0,169.0,0.2166666666666666,66.0,0.5633333333333334,0.22,,,self_transition_down,
20,hm_gpt35,0.2,5.0,2024-08-26_19-36-25,132.0,89.0,0.44,79.0,0.2966666666666667,0.2633333333333333,,,self_transition_down,
21,hm_gpt35,0.2,5.0,2024-08-26_20-06-04,48.0,179.0,0.16,73.0,0.5966666666666667,0.2433333333333333,,,self_transition_down,
22,hm_gpt35,0.2,5.0,2024-08-26_20-45-25,173.0,73.0,0.5766666666666667,54.0,0.2433333333333333,0.18,,,opponent_transition_up,
23,hm_gpt35,0.2,5.0,2024-08-26_21-04-31,210.0,57.0,0.7,33.0,0.19,0.11,,,opponent_transition_up,
24,hm_gpt35,0.2,5.0,2024-08-26_21-18-02,216.0,58.0,0.72,26.0,0.1933333333333333,0.0866666666666666,,,opponent_transition_up,
25,hm_gpt35,0.2,5.0,2024-08-27_15-14-02,145.0,92.0,0.4833333333333333,63.0,0.3066666666666666,0.21,,,W_up_L_down_T_stay,
26,hm_gpt35,0.2,5.0,2024-08-28_14-07-19,130.0,99.0,0.4333333333333333,71.0,0.33,0.2366666666666666,,,W_up_L_down_T_stay,
27,hm_gpt4o,0.2,5.0,2024-09-13_15-46-03,80.0,142.0,0.2666666666666666,78.0,0.4733333333333333,0.26,,,prev_outcome_prev_transition,
28,hm_gpt4o,0.2,5.0,2024-09-13_16-58-39,74.0,131.0,0.2466666666666666,95.0,0.4366666666666666,0.3166666666666666,,,prev_outcome_prev_transition,
29,hm_gpt4o,0.2,5.0,2024-09-13_17-48-21,78.0,137.0,0.26,85.0,0.4566666666666666,0.2833333333333333,,,prev_outcome_prev_transition,
30,hm_gpt35,0.2,5.0,2024-09-16_09-30-36,80.0,140.0,0.2666666666666666,80.0,0.4666666666666667,0.2666666666666666,,,prev_outcome_prev_transition,
31,hm_gpt35,0.2,5.0,2024-09-17_10-50-58,66.0,62.0,0.22,172.0,0.2066666666666666,0.5733333333333334,,,self_transition_up,
32,hm_gpt35,0.2,5.0,2024-09-17_12-09-34,66.0,45.0,0.22,189.0,0.15,0.63,,,self_transition_up,
33,hm_gpt4o,0.2,5.0,2024-09-24_18-56-19,60.0,155.0,0.2,85.0,0.5166666666666667,0.2833333333333333,,,opponent_transition_stay,
34,hm_gpt4o,0.2,5.0,2024-10-29_12-58-26,268.0,23.0,0.8933333333333333,9.0,0.0766666666666666,0.03,,,W_stay_L_up_T_down,
35,hm_gpt4o,0.2,5.0,2024-10-29_13-31-51,267.0,18.0,0.89,15.0,0.06,0.05,,,W_up_L_down_T_stay,
36,give_hypothesis_gpt4o,0.2,5.0,2024-10-29_16-17-33,252.0,36.0,0.84,12.0,0.12,0.04,,,self_transition_up,
37,give_hypothesis_gpt4o,0.2,5.0,2024-10-29_16-42-55,260.0,14.0,0.8666666666666667,26.0,0.0466666666666666,0.0866666666666666,,,self_transition_down,
38,give_hypothesis_gpt4o,0.2,5.0,2024-10-29_17-30-54,269.0,15.0,0.8966666666666666,16.0,0.05,0.0533333333333333,,,opponent_transition_up,
39,give_hypothesis_gpt4o,0.2,5.0,2024-10-29_18-18-41,273.0,16.0,0.91,11.0,0.0533333333333333,0.0366666666666666,,,opponent_transition_stay,
40,choose_hypothesis_gpt4o,0.2,5.0,2024-10-31_20-47-10,52.0,202.0,0.1733333333333333,46.0,0.6733333333333333,0.1533333333333333,,,opponent_transition_stay,
41,choose_hypothesis_gpt4o,0.2,5.0,2024-10-31_21-59-20,107.0,97.0,0.5245098039215687,0.0,0.4754901960784313,0.0,,6.0491,self_transition_up,
42,choose_hypothesis_gpt4o,0.2,5.0,2024-10-31_23-17-24,100.0,101.0,0.4975124378109453,0.0,0.5024875621890548,0.0,,6.0984,self_transition_up,
43,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_00-45-41,125.0,97.0,0.5630630630630631,0.0,0.4369369369369369,0.0,,6.0004,self_transition_up,
44,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_02-17-45,83.0,102.0,0.4486486486486487,0.0,0.5513513513513514,0.0,,5.561,self_transition_down,
45,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_03-38-06,108.0,93.0,0.5373134328358209,0.0,0.4626865671641791,0.0,,5.8264,self_transition_down,
46,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_04-52-19,80.0,127.0,0.3864734299516908,0.0,0.6135265700483091,0.0,,5.2914,self_transition_down,
47,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_05-56-14,115.0,68.0,0.6284153005464481,0.0,0.3715846994535519,0.0,,5.4696,opponent_transition_up,
48,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_07-36-15,123.0,68.0,0.643979057591623,0.0,0.3560209424083769,0.0,,5.1935,opponent_transition_up,
49,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_09-28-09,115.0,95.0,0.3833333333333333,90.0,0.3166666666666666,0.3,,6.3046,self_transition_up,
50,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_11-06-54,125.0,94.0,0.4166666666666667,81.0,0.3133333333333333,0.27,,6.2536,self_transition_up,
51,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_12-50-57,97.0,98.0,0.3233333333333333,105.0,0.3266666666666666,0.35,,5.486,self_transition_down,
52,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_14-05-34,123.0,96.0,0.41,81.0,0.32,0.27,,5.9039,self_transition_down,
53,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_15-32-16,122.0,72.0,0.4066666666666667,106.0,0.24,0.3533333333333333,,5.4103,opponent_transition_up,
54,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_16-58-48,139.0,67.0,0.4633333333333333,94.0,0.2233333333333333,0.3133333333333333,,6.9641,opponent_transition_up,
55,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_18-53-39,84.0,151.0,0.28,65.0,0.5033333333333333,0.2166666666666666,,5.3406,opponent_transition_stay,
56,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_20-07-04,98.0,135.0,0.3266666666666666,67.0,0.45,0.2233333333333333,,5.5714,opponent_transition_stay,
57,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_21-24-39,71.0,183.0,0.2366666666666666,46.0,0.61,0.1533333333333333,,5.3858,opponent_transition_stay,
58,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_22-25-07,173.0,106.0,0.5766666666666667,21.0,0.3533333333333333,0.07,,6.5051,W_stay_L_up_T_down,
59,choose_hypothesis_gpt4o,0.2,5.0,2024-11-01_23-49-47,163.0,108.0,0.5433333333333333,29.0,0.36,0.0966666666666666,,6.0132,W_stay_L_up_T_down,
60,choose_hypothesis_gpt4o,0.2,5.0,2024-11-02_01-01-43,155.0,113.0,0.5166666666666667,32.0,0.3766666666666666,0.1066666666666666,,5.4018,W_stay_L_up_T_down,
61,choose_hypothesis_gpt4o,0.2,5.0,2024-11-02_02-26-16,153.0,34.0,0.51,113.0,0.1133333333333333,0.3766666666666666,,5.4818,W_up_L_down_T_stay,
62,choose_hypothesis_gpt4o,0.2,5.0,2024-11-02_03-45-34,152.0,40.0,0.5066666666666667,108.0,0.1333333333333333,0.36,,5.767,W_up_L_down_T_stay,
63,choose_hypothesis_gpt4o,0.2,5.0,2024-11-02_05-15-20,160.0,35.0,0.5333333333333333,105.0,0.1166666666666666,0.35,,5.3421,W_up_L_down_T_stay,
64,choose_hypothesis_gpt4o,0.2,5.0,2024-11-02_06-31-14,102.0,92.0,0.34,106.0,0.3066666666666666,0.3533333333333333,,5.1811,prev_outcome_prev_transition,
65,choose_hypothesis_gpt4o,0.2,5.0,2024-11-02_07-38-11,85.0,104.0,0.2,,,,,,,
66,choose_hypothesis_gpt4o,0.2,5.0,2024-11-02_08-43-22,97.0,113.0,0.3233333333333333,90.0,0.3766666666666666,0.3,,5.5222,,
67,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_16-23-10,254.0,28.0,0.8466666666666667,18.0,0.0933333333333333,0.06,1.0,1.6645,self_transition_up,16.1
68,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_16-39-17,251.0,33.0,0.8366666666666667,16.0,0.11,0.0533333333333333,2.0,1.6631,self_transition_up,15.7
69,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_16-54-59,251.0,17.0,0.8366666666666667,32.0,0.0566666666666666,0.1066666666666666,1.0,1.6614,self_transition_down,15.4
70,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_17-10-25,253.0,20.0,0.8433333333333334,27.0,0.0666666666666666,0.09,2.0,1.6628,self_transition_down,15.8
71,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_17-26-11,267.0,16.0,0.89,17.0,0.0533333333333333,0.0566666666666666,1.0,1.6404,opponent_transition_up,13.3
72,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_17-39-30,274.0,12.0,0.9133333333333332,14.0,0.04,0.0466666666666666,2.0,1.6378,opponent_transition_up,12.7
73,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_17-52-10,269.0,16.0,0.8966666666666666,15.0,0.0533333333333333,0.05,1.0,1.6424,opponent_transition_stay,15.5
74,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_18-07-41,271.0,16.0,0.9033333333333332,13.0,0.0533333333333333,0.0433333333333333,2.0,1.6444,opponent_transition_stay,16.2
75,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_18-23-52,255.0,31.0,0.85,14.0,0.1033333333333333,0.0466666666666666,0.0,1.7104,W_stay_L_up_T_down,16.7
76,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_18-40-34,245.0,33.0,0.8166666666666667,22.0,0.11,0.0733333333333333,1.0,1.7088,W_stay_L_up_T_down,14.0
77,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_18-54-35,259.0,25.0,0.8633333333333333,16.0,0.0833333333333333,0.0533333333333333,2.0,1.7111,W_stay_L_up_T_down,14.5
78,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_19-09-08,245.0,23.0,0.8166666666666667,32.0,0.0766666666666666,0.1066666666666666,0.0,1.7296,W_up_L_down_T_stay,15.1
79,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_19-24-16,244.0,18.0,0.8133333333333334,38.0,0.06,0.1266666666666666,1.0,1.7261,W_up_L_down_T_stay,13.4
80,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_19-37-41,244.0,29.0,0.8133333333333334,27.0,0.0966666666666666,0.09,2.0,1.7293,W_up_L_down_T_stay,13.7
81,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_19-51-23,62.0,169.0,0.2066666666666666,69.0,0.5633333333333334,0.23,0.0,2.007,prev_outcome_prev_transition,15.0
82,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_20-06-25,65.0,172.0,0.2166666666666666,63.0,0.5733333333333334,0.21,1.0,2.0044,prev_outcome_prev_transition,14.8
83,give_hypothesis_gpt4o,0.2,5.0,2024-11-04_20-21-13,66.0,163.0,0.22,71.0,0.5433333333333333,0.2366666666666666,2.0,2.0038,prev_outcome_prev_transition,14.1
84,choose_hypothesis_gpt4o,0.2,5.0,2024-11-05_08-50-09,94.0,105.0,0.3133333333333333,101.0,0.35,0.3366666666666666,1.0,5.3708,prev_outcome_prev_transition,86.7
85,choose_hypothesis_gpt4o,0.2,5.0,2024-11-05_10-16-54,103.0,94.0,0.3433333333333333,103.0,0.3133333333333333,0.3433333333333333,2.0,5.3818,prev_outcome_prev_transition,79.6
86,choose_hypothesis_gpt4o,0.2,5.0,2024-11-05_11-36-34,89.0,96.0,0.2966666666666667,115.0,0.32,0.3833333333333333,3.0,5.1229,prev_outcome_prev_transition,64.1
87,hm_llama3,0.2,5.0,2024-11-05_10-28-26,76.0,148.0,0.2533333333333333,76.0,0.4933333333333333,0.2533333333333333,0.0,0.0,prev_outcome_prev_transition,302.9
88,choose_hypothesis_gpt4o,0.2,5.0,2024-11-05_15-34-51,142.0,83.0,0.4733333333333333,75.0,0.2766666666666666,0.25,,5.5802,self_transition_up,95.6
89,hm_llama3,0.2,5.0,2024-11-05_15-31-21,86.0,136.0,0.2866666666666667,78.0,0.4533333333333333,0.26,1.0,0.0,prev_outcome_prev_transition,311.2
90,hm_mod_memory_gpt4o,0.2,5.0,2025-01-08_15-20-38,107.0,111.0,0.3566666666666667,82.0,0.37,0.2733333333333333,,16.9232,opponent_transition_stay,74.0
91,hm_mod_memory_gpt4o,0.2,5.0,2025-01-08_16-09-20,203.0,55.0,0.6766666666666666,42.0,0.1833333333333333,0.14,,7.2677,opponent_transition_stay,45.7
92,hm_llama3,0.2,5.0,2025-02-04_15-58-26,83.0,107.0,0.2766666666666666,110.0,0.3566666666666667,0.3666666666666666,,0.0,self_transition_down,297.8
93,hm_gpt4o,0.2,5.0,2025-02-05_14-26-38,63.0,166.0,0.21,71.0,0.5533333333333333,0.2366666666666666,,13.0971,opponent_transition_stay,85.7
94,hm_mod_memory_gpt4o,0.2,5.0,2025-02-05_14-27-14,62.0,159.0,0.2066666666666666,79.0,0.53,0.2633333333333333,,17.936,opponent_transition_stay,109.4
95,hm_gpt4o,0.2,5.0,2025-02-05_15-53-29,40.0,202.0,0.1333333333333333,58.0,0.6733333333333333,0.1933333333333333,,13.02,opponent_transition_stay,81.9
96,hm_mod_memory_gpt4o,0.2,5.0,2025-02-05_15-54-03,71.0,155.0,0.2366666666666666,74.0,0.5166666666666667,0.2466666666666666,,17.5655,opponent_transition_stay,103.9
97,hm_llama3,0.2,5.0,2025-02-05_14-26-24,137.0,90.0,0.4566666666666666,73.0,0.3,0.2433333333333333,,0.0,self_transition_up,255.7
98,hm_gpt4o,0.2,5.0,2025-02-05_22-07-21,68.0,156.0,0.2266666666666666,76.0,0.52,0.2533333333333333,,12.8178,opponent_transition_stay,78.6
99,hm_mod_memory_gpt4o,0.2,5.0,2025-02-05_22-07-10,54.0,163.0,0.18,83.0,0.5433333333333333,0.2766666666666666,,17.8257,opponent_transition_stay,97.4
100,hm_llama3,0.2,5.0,2025-02-05_22-08-46,137.0,84.0,0.4566666666666666,79.0,0.28,0.2633333333333333,,0.0,W_up_L_down_T_stay,269.4
101,hm_llama3,0.2,5.0,2025-02-06_02-38-18,129.0,90.0,0.43,81.0,0.3,0.27,,0.0,W_up_L_down_T_stay,277.7
102,base_llm_gpt4o,0.2,5.0,2025-02-06_12-39-35,25.0,10.0,0.0833333333333333,265.0,0.0333333333333333,0.8833333333333333,,1.1699,self_transition_up,4.9
103,react_gpt4o,0.2,5.0,2025-02-06_12-27-02,51.0,43.0,0.17,206.0,0.1433333333333333,0.6866666666666666,,1.7339,self_transition_up,18.0
104,base_llm_gpt4o,0.2,5.0,2025-02-06_12-52-30,71.0,164.0,0.2366666666666666,65.0,0.5466666666666666,0.2166666666666666,0.0,1.1683,prev_outcome_prev_transition,4.5
105,base_llm_gpt4o,0.2,5.0,2025-02-06_12-57-02,68.0,175.0,0.2266666666666666,57.0,0.5833333333333334,0.19,1.0,1.1688,prev_outcome_prev_transition,4.8
106,base_llm_gpt4o,0.2,5.0,2025-02-06_13-01-54,51.0,207.0,0.17,42.0,0.69,0.14,2.0,1.1702,prev_outcome_prev_transition,4.8
107,react_gpt4o,0.2,5.0,2025-02-06_12-52-57,41.0,216.0,0.1366666666666666,43.0,0.72,0.1433333333333333,0.0,1.7135,prev_outcome_prev_transition,18.1
108,react_gpt4o,0.2,5.0,2025-02-06_13-11-03,51.0,188.0,0.17,61.0,0.6266666666666667,0.2033333333333333,1.0,1.7177,prev_outcome_prev_transition,17.4
109,hm_gpt4o,0.2,5.0,2025-02-06_12-05-48,56.0,178.0,0.1866666666666666,66.0,0.5933333333333334,0.22,,12.9651,opponent_transition_stay,85.1
110,react_gpt4o,0.2,5.0,2025-02-06_13-28-27,41.0,211.0,0.1366666666666666,48.0,0.7033333333333334,0.16,2.0,1.708,prev_outcome_prev_transition,17.3
111,base_llm_gpt4o,0.2,5.0,2025-02-06_13-49-43,26.0,18.0,0.0866666666666666,256.0,0.06,0.8533333333333334,1.0,1.1703,self_transition_up,5.0
112,base_llm_gpt4o,0.2,5.0,2025-02-06_13-54-41,29.0,19.0,0.0966666666666666,252.0,0.0633333333333333,0.84,2.0,1.1698,self_transition_up,4.9
113,base_llm_gpt4o,0.2,5.0,2025-02-06_13-59-37,46.0,235.0,0.1533333333333333,19.0,0.7833333333333333,0.0633333333333333,0.0,1.1703,self_transition_down,5.4
114,react_gpt4o,0.2,5.0,2025-02-06_13-49-32,43.0,39.0,0.1433333333333333,218.0,0.13,0.7266666666666667,1.0,1.7333,self_transition_up,18.9
115,base_llm_gpt4o,0.2,5.0,2025-02-06_14-05-02,67.0,207.0,0.2233333333333333,26.0,0.69,0.0866666666666666,1.0,1.17,self_transition_down,4.9
116,base_llm_gpt4o,0.2,5.0,2025-02-06_14-09-55,66.0,211.0,0.22,23.0,0.7033333333333334,0.0766666666666666,2.0,1.1699,self_transition_down,5.0
117,base_llm_gpt4o,0.2,5.0,2025-02-06_14-14-57,30.0,28.0,0.1,242.0,0.0933333333333333,0.8066666666666666,0.0,1.1698,opponent_transition_up,5.3
118,base_llm_gpt4o,0.2,5.0,2025-02-06_14-20-18,40.0,36.0,0.1333333333333333,224.0,0.12,0.7466666666666667,1.0,1.17,opponent_transition_up,4.6
119,react_gpt4o,0.2,5.0,2025-02-06_14-08-26,40.0,39.0,0.1333333333333333,221.0,0.13,0.7366666666666667,2.0,1.7339,self_transition_up,19.0
120,base_llm_gpt4o,0.2,5.0,2025-02-06_14-24-53,31.0,25.0,0.1033333333333333,244.0,0.0833333333333333,0.8133333333333334,2.0,1.1696,opponent_transition_up,4.7
121,base_llm_gpt4o,0.2,5.0,2025-02-06_14-29-39,155.0,81.0,0.5166666666666667,64.0,0.27,0.2133333333333333,0.0,1.1667,opponent_transition_stay,4.8
122,base_llm_gpt4o,0.2,5.0,2025-02-06_14-34-25,159.0,79.0,0.53,62.0,0.2633333333333333,0.2066666666666666,1.0,1.1668,opponent_transition_stay,4.4
123,base_llm_gpt4o,0.2,5.0,2025-02-06_14-38-50,188.0,43.0,0.6266666666666667,69.0,0.1433333333333333,0.23,2.0,1.1656,opponent_transition_stay,4.3
124,react_gpt4o,0.2,5.0,2025-02-06_14-27-24,42.0,220.0,0.14,38.0,0.7333333333333333,0.1266666666666666,0.0,1.7182,self_transition_down,17.6
125,base_llm_gpt4o,0.2,5.0,2025-02-06_14-43-07,106.0,88.0,0.3533333333333333,106.0,0.2933333333333333,0.3533333333333333,0.0,1.1742,W_stay_L_up_T_down,5.2
126,base_llm_gpt4o,0.2,5.0,2025-02-06_14-48-21,111.0,78.0,0.37,111.0,0.26,0.37,1.0,1.1677,W_stay_L_up_T_down,4.2
127,base_llm_gpt4o,0.2,5.0,2025-02-06_14-52-35,111.0,83.0,0.37,106.0,0.2766666666666666,0.3533333333333333,2.0,1.1797,W_stay_L_up_T_down,4.2
128,react_gpt4o,0.2,5.0,2025-02-06_14-44-58,44.0,214.0,0.1466666666666666,42.0,0.7133333333333334,0.14,1.0,1.7129,self_transition_down,15.3
129,base_llm_gpt4o,0.2,5.0,2025-02-06_14-56-45,104.0,85.0,0.3466666666666667,111.0,0.2833333333333333,0.37,0.0,1.1795,W_up_L_down_T_stay,4.0
130,base_llm_gpt4o,0.2,5.0,2025-02-06_15-00-45,101.0,91.0,0.3366666666666666,108.0,0.3033333333333333,0.36,1.0,1.177,W_up_L_down_T_stay,4.6
131,base_llm_gpt4o,0.2,5.0,2025-02-06_15-05-20,103.0,90.0,0.3433333333333333,107.0,0.3,0.3566666666666667,2.0,1.1789,W_up_L_down_T_stay,4.4
132,react_gpt4o,0.2,5.0,2025-02-06_15-00-17,65.0,202.0,0.2166666666666666,33.0,0.6733333333333333,0.11,2.0,1.7171,self_transition_down,17.1
133,react_gpt4o,0.2,5.0,2025-02-06_15-17-23,146.0,65.0,0.4866666666666667,89.0,0.2166666666666666,0.2966666666666667,0.0,1.7416,opponent_transition_up,19.1
134,react_gpt4o,0.2,5.0,2025-02-06_15-36-28,153.0,76.0,0.51,71.0,0.2533333333333333,0.2366666666666666,1.0,1.7419,opponent_transition_up,18.3
135,react_gpt4o,0.2,5.0,2025-02-06_15-54-48,152.0,59.0,0.5066666666666667,89.0,0.1966666666666666,0.2966666666666667,2.0,1.7413,opponent_transition_up,19.4
136,react_gpt4o,0.2,5.0,2025-02-06_16-14-13,30.0,234.0,0.1,36.0,0.78,0.12,0.0,1.7056,opponent_transition_stay,18.6
137,react_gpt4o,0.2,5.0,2025-02-06_16-32-50,34.0,223.0,0.1133333333333333,43.0,0.7433333333333333,0.1433333333333333,1.0,1.7059,opponent_transition_stay,18.3
138,react_gpt4o,0.2,5.0,2025-02-06_16-51-08,31.0,234.0,0.1033333333333333,35.0,0.78,0.1166666666666666,2.0,1.7093,opponent_transition_stay,16.9
139,hm_llama3,0.2,5.0,2025-02-06_12-07-54,95.0,130.0,0.3166666666666666,75.0,0.4333333333333333,0.25,2.0,0.0,prev_outcome_prev_transition,309.5
140,react_gpt4o,0.2,5.0,2025-02-06_17-08-01,135.0,80.0,0.45,85.0,0.2666666666666666,0.2833333333333333,0.0,1.7191,W_stay_L_up_T_down,18.3
141,react_gpt4o,0.2,5.0,2025-02-06_17-26-19,130.0,74.0,0.4333333333333333,96.0,0.2466666666666666,0.32,1.0,1.7157,W_stay_L_up_T_down,18.4
142,react_gpt4o,0.2,5.0,2025-02-06_17-44-45,130.0,79.0,0.4333333333333333,91.0,0.2633333333333333,0.3033333333333333,2.0,1.7197,W_stay_L_up_T_down,19.4
143,react_gpt4o,0.2,5.0,2025-02-06_18-04-12,123.0,86.0,0.41,91.0,0.2866666666666667,0.3033333333333333,0.0,1.7228,W_up_L_down_T_stay,21.7
144,react_gpt4o,0.2,5.0,2025-02-06_18-25-57,122.0,77.0,0.4066666666666667,101.0,0.2566666666666666,0.3366666666666666,1.0,1.7216,W_up_L_down_T_stay,17.4
145,react_gpt4o,0.2,5.0,2025-02-06_18-43-22,123.0,80.0,0.41,97.0,0.2666666666666666,0.3233333333333333,2.0,1.7276,W_up_L_down_T_stay,16.8
146,hm_llama3,0.2,5.0,2025-02-06_17-17-22,82.0,154.0,0.2733333333333333,64.0,0.5133333333333333,0.2133333333333333,3.0,0.0,prev_outcome_prev_transition,299.3
147,hm_llama3,0.2,5.0,2025-02-06_22-16-38,79.0,147.0,0.2633333333333333,74.0,0.49,0.2466666666666666,4.0,0.0,prev_outcome_prev_transition,299.6
148,base_llm_gpt4o,0.2,5.0,2025-02-10_15-32-14,156.0,85.0,0.52,59.0,0.2833333333333333,0.1966666666666666,,1.1663,opponent_transition_stay,5.6
149,base_llm_gpt4o,0.2,5.0,2025-02-10_15-47-41,168.0,62.0,0.56,70.0,0.2066666666666666,0.2333333333333333,,1.1666,opponent_transition_stay,5.5
150,hm_llama3,0.2,5.0,2025-02-10_15-50-35,129.0,103.0,0.43,68.0,0.3433333333333333,0.2266666666666666,1.0,0.0,self_transition_up,290.8
151,hm_llama3,0.2,5.0,2025-02-10_20-41-22,91.0,77.0,0.3033333333333333,132.0,0.2566666666666666,0.44,2.0,0.0,self_transition_up,299.7
152,hm_llama3,0.2,5.0,2025-02-11_01-41-04,114.0,73.0,0.38,113.0,0.2433333333333333,0.3766666666666666,3.0,0.0,self_transition_up,301.1
153,hm_llama3,0.2,5.0,2025-02-11_06-42-10,116.0,74.0,0.3866666666666666,110.0,0.2466666666666666,0.3666666666666666,4.0,0.0,self_transition_up,308.5
154,hm_llama3,0.2,5.0,2025-02-11_15-29-26,38.0,159.0,0.1266666666666666,103.0,0.53,0.3433333333333333,1.0,0.0,self_transition_down,293.8
155,hm_gpt4o,0.2,7.0,2025-02-11_19-41-36,134.0,104.0,0.4466666666666666,62.0,0.3466666666666667,0.2066666666666666,,13.7159,self_transition_up,59.2
156,hm_gpt4o,0.2,7.0,2025-02-11_21-12-04,244.0,29.0,0.8133333333333334,27.0,0.0966666666666666,0.09,0.0,6.8399,self_transition_down,49.9
157,hm_gpt4o,0.2,7.0,2025-02-11_21-05-39,204.0,63.0,0.68,33.0,0.21,0.11,1.0,9.1964,self_transition_up,58.0
158,hm_gpt4o,0.2,9.0,2025-02-11_21-13-35,237.0,41.0,0.79,22.0,0.1366666666666666,0.0733333333333333,0.0,8.9984,self_transition_up,55.1
159,hm_gpt4o,0.2,1.0,2025-02-11_21-19-21,201.0,55.0,0.67,44.0,0.1833333333333333,0.1466666666666666,0.0,4.1916,self_transition_up,55.6
